amenity,lat,lon,name,category,amnt_id,neighbourhood
fast_food,49.28123474121094,-123.13230895996094,KFC,Food,1689,West End
cafe,49.26988220214844,-123.14496612548828,Café Terra,Food,1690,Fairview
restaurant,49.28462219238281,-123.1252670288086,Red Robin,Food,1691,West End
boat_rental,49.27229690551758,-123.13695526123047,Bonnie Lee Charters,Transportation,1692,Fairview
boat_rental,49.27107238769531,-123.13651275634766,Vancouver Boat Rentals,Transportation,1693,Fairview
cafe,49.281246185302734,-123.04698944091797,Starbucks,Food,1694,Hastings-Sunrise
restaurant,49.28129577636719,-123.0489501953125,Slocan Family Restaurant,Food,1695,Hastings-Sunrise
cafe,49.27277374267578,-123.14759826660156,Starbucks,Food,1696,Kitsilano
restaurant,49.272605895996094,-123.14730834960938,Triple-O's,Food,1697,Kitsilano
restaurant,49.28314971923828,-123.103759765625,Sitar,Food,1698,Central Business District
restaurant,49.28305435180664,-123.10448455810547,The Greek Gastown,Food,1699,Central Business District
restaurant,49.28314971923828,-123.10498046875,Boneta,Food,1700,Central Business District
cafe,49.2832145690918,-123.10478210449219,Après-midi,Food,1701,Central Business District
fast_food,49.28317642211914,-123.10447692871094,Vera's Burger Shack,Food,1702,Central Business District
restaurant,49.28345489501953,-123.10237884521484,Incendio,Food,1703,Central Business District
restaurant,49.283546447753906,-123.10273742675781,The Birds & The Beets,Food,1704,Central Business District
restaurant,49.23613357543945,-123.04143524169922,The Sea House Fish & Chips,Food,1705,Renfrew-Collingwood
restaurant,49.23624801635742,-123.04175567626953,Chili Pepper House,Food,1706,Renfrew-Collingwood
cafe,49.28025436401367,-123.13074493408203,Tartine Bread and Pies,Food,1707,West End
restaurant,49.23246765136719,-123.02447509765625,Michi Craft Kitchen,Food,1708,Renfrew-Collingwood
restaurant,49.23198699951172,-123.02740478515625,Max's Restaurant,Food,1709,Killarney
restaurant,49.2318115234375,-123.03030395507812,Cho Sun Korean BBQ,Food,1710,Killarney
fast_food,49.23186111450195,-123.02938079833984,Subway,Food,1711,Killarney
restaurant,49.231754302978516,-123.02814483642578,Love for Pho,Food,1712,Killarney
restaurant,49.23176193237305,-123.02833557128906,8090 Fruit Parlour,Food,1713,Killarney
restaurant,49.23178482055664,-123.02861022949219,Todak Todak Restaurant,Food,1714,Killarney
library,49.280879974365234,-123.05018615722656,Hastings Branch,Leisure,1715,Hastings-Sunrise
bank,49.27629852294922,-123.12142944335938,CIBC,Business,1716,Central Business District
restaurant,49.26661682128906,-123.06988525390625,Best Falafel,Food,1717,Grandview-Woodland
restaurant,49.26654052734375,-123.06990051269531,Addis Cafe,Food,1718,Grandview-Woodland
restaurant,49.266693115234375,-123.06947326660156,Kishimoto,Food,1719,Grandview-Woodland
fast_food,49.28153991699219,-123.12117767333984,Chipotle,Food,1720,Central Business District
restaurant,49.2795295715332,-123.123779296875,Sushi Star,Food,1721,Central Business District
restaurant,49.28337860107422,-123.11640930175781,The Keg Steakhouse + Bar - Dunsmuir Street,Food,1722,Central Business District
pub,49.2797737121582,-123.11307525634766,Browns Social House,Nightlife,1723,Central Business District
cafe,49.284915924072266,-123.05998992919922,Far Out Coffee Post,Food,1724,Grandview-Woodland
restaurant,49.28504943847656,-123.06218719482422,The Dundas,Food,1725,Grandview-Woodland
fast_food,49.285125732421875,-123.06400299072266,McDonald's,Food,1726,Grandview-Woodland
pub,49.27543640136719,-123.1209945678711,Yaletown Brewing Company,Nightlife,1727,Central Business District
theatre,49.2613525390625,-123.13843536376953,Stanley Industrial Alliance Stage,Attraction,1728,Fairview
theatre,49.26066970825195,-123.13648986816406,Pacific Theatre,Attraction,1729,Fairview
cafe,49.280391693115234,-123.12542724609375,Wall Flowers,Food,1730,Central Business District
cafe,49.281795501708984,-123.1246566772461,Starbucks,Food,1731,Central Business District
cafe,49.2696418762207,-123.14442443847656,Pâtisserie Lebeau,Food,1732,Fairview
bar,49.28726577758789,-123.14152526855469,Bayside Lounge,Nightlife,1733,West End
cafe,49.24394607543945,-123.10736083984375,Blue Parrot Coffee,Food,1734,Riley Park
cafe,49.2453498840332,-123.12479400634766,Starbucks,Food,1735,South Cambie
cafe,49.24404525756836,-123.12385559082031,Shaughnessy Cafe,Food,1736,South Cambie
restaurant,49.28102111816406,-123.05801391601562,The Red Wagon Cafe,Food,1737,Grandview-Woodland
cafe,49.263267517089844,-123.11050415039062,Aperture Coffee Bar,Food,1738,Mount Pleasant
ferry_terminal,49.27170944213867,-123.11795043945312,Yaletown Dock,Transportation,1739,Central Business District
cafe,49.248409271240234,-123.10087585449219,Aperture Coffee Bar,Food,1740,Riley Park
restaurant,49.266353607177734,-123.1397705078125,Grapes and Soda,Food,1741,Fairview
cafe,49.28662109375,-123.11532592773438,Mink,Food,1742,Central Business District
cafe,49.2476921081543,-123.0899658203125,Ubuntu Canteen,Food,1743,Kensington-Cedar Cottage
cafe,49.279212951660156,-123.11615753173828,Pacific Coffee Roasters,Food,1744,Central Business District
fast_food,49.27911376953125,-123.1158218383789,Salad Loop,Food,1745,Central Business District
library,49.218990325927734,-123.03956604003906,Vancouver Public Library - Champlain Heights,Leisure,1746,Killarney
restaurant,49.3127326965332,-123.05731201171875,Sansho,Food,1747,Hastings-Sunrise
fast_food,49.218345642089844,-123.07737731933594,Subway,Food,1748,Sunset
restaurant,49.269901275634766,-123.06942749023438,My BBQ Hut,Food,1749,Grandview-Woodland
cafe,49.26994323730469,-123.06942749023438,The Drive Coffee Bar,Food,1750,Grandview-Woodland
cafe,49.26222229003906,-123.12232971191406,Bean Around The World,Food,1751,Fairview
bicycle_rental,49.27750778198242,-123.081298828125,Glen & Union,Transportation,1752,Strathcona
bicycle_rental,49.27936553955078,-123.0909423828125,Keefer & Princess,Transportation,1753,Strathcona
bicycle_rental,49.274314880371094,-123.09846496582031,Station & National,Transportation,1754,Strathcona
cafe,49.27845001220703,-123.09917449951172,Wheat and Barley,Food,1755,Strathcona
restaurant,49.27434158325195,-123.1232681274414,Rodney's Oyster House,Food,1756,Central Business District
restaurant,49.28642272949219,-123.1402587890625,Red Umbrella Cafe,Food,1757,West End
cafe,49.27958297729492,-123.12415313720703,YaYa's,Food,1758,Central Business District
fast_food,49.28165817260742,-123.12059783935547,Freshslice Pizza,Food,1759,Central Business District
fast_food,49.279598236083984,-123.11741638183594,Orange Julius,Food,1760,Central Business District
fast_food,49.27961730957031,-123.11747741699219,A&W,Food,1761,Central Business District
restaurant,49.27956771850586,-123.11736297607422,Memphis Blues BBQ House,Food,1762,Central Business District
fast_food,49.28171157836914,-123.12067413330078,A&W,Food,1763,Central Business District
restaurant,49.285797119140625,-123.1153564453125,Scoozis,Food,1764,Central Business District
cafe,49.28459930419922,-123.11711120605469,Mario's,Food,1765,Central Business District
restaurant,49.28315353393555,-123.11593627929688,St. Regis Bar & Grill,Food,1766,Central Business District
restaurant,49.27803421020508,-123.12511444091797,The Pawn Shop,Food,1767,Central Business District
bar,49.2874641418457,-123.12958526611328,The Den,Nightlife,1768,West End
ice_cream,49.28190612792969,-123.11876678466797,Cacao 70,Food,1769,Central Business District
restaurant,49.278541564941406,-123.1157455444336,Marutama Ra-men,Food,1770,Central Business District
restaurant,49.26948165893555,-123.10726165771484,Bao Down,Food,1771,Mount Pleasant
restaurant,49.26955032348633,-123.10914611816406,Nook,Food,1772,Mount Pleasant
bicycle_rental,49.26361846923828,-123.09923553466797,8th & Scotia,Transportation,1773,Mount Pleasant
bicycle_rental,49.26554870605469,-123.1002426147461,6th & Main,Transportation,1774,Mount Pleasant
bicycle_rental,49.25883102416992,-123.13136291503906,14th & Alder,Transportation,1775,Fairview
pub,49.28010177612305,-123.12135314941406,Dublin Calling,Nightlife,1776,Central Business District
cafe,49.2786865234375,-123.09925842285156,Matchstick Coffee Roasters,Food,1777,Strathcona
cafe,49.27763366699219,-123.13108825683594,Gemini tea bar,Food,1778,Central Business District
fast_food,49.2774543762207,-123.13134002685547,Daikichi Sushi,Food,1779,Central Business District
fast_food,49.27767562866211,-123.13102722167969,Pho,Food,1780,Central Business District
fast_food,49.277740478515625,-123.13093566894531,Sushi Coen,Food,1781,Central Business District
bar,49.27968978881836,-123.11306762695312,Ventura Room,Nightlife,1782,Central Business District
pub,49.27690505981445,-123.11540222167969,Red Racer Taphouse,Nightlife,1783,Central Business District
cafe,49.277015686035156,-123.11510467529297,Rocanini,Food,1784,Central Business District
restaurant,49.286563873291016,-123.12281036376953,Komi,Food,1785,Central Business District
fast_food,49.209346771240234,-123.11671447753906,A&W,Food,1786,Marpole
cafe,49.20926284790039,-123.11663055419922,Tim Hortons,Food,1787,Marpole
library,49.210323333740234,-123.14021301269531,VPL Marpole Branch,Leisure,1788,Marpole
bank,49.210609436035156,-123.14018249511719,BMO,Business,1789,Marpole
cafe,49.26256561279297,-123.10128021240234,Rosemary Rocksalt,Food,1790,Mount Pleasant
restaurant,49.26250457763672,-123.10128021240234,La Taqueria Pinche Taco Shop,Food,1791,Mount Pleasant
fast_food,49.25991439819336,-123.101318359375,Subway,Food,1792,Mount Pleasant
fast_food,49.25774383544922,-123.10140228271484,Bellagio's Gelato,Food,1793,Mount Pleasant
spa,49.25802230834961,-123.10138702392578,Main Wellness Centre,Leisure,1794,Mount Pleasant
restaurant,49.2576904296875,-123.10140228271484,Pho Goodness,Food,1795,Mount Pleasant
restaurant,49.25808334350586,-123.1009521484375,Canteen Mitra,Food,1796,Mount Pleasant
restaurant,49.25796890258789,-123.1009521484375,Joe's Grill,Food,1797,Mount Pleasant
bar,49.25811767578125,-123.1009521484375,Uncle Abe's,Nightlife,1798,Mount Pleasant
restaurant,49.256282806396484,-123.10101318359375,Don't Argue,Food,1799,Riley Park
fast_food,49.24837112426758,-123.10128021240234,Hawker's Delight,Food,1800,Riley Park
restaurant,49.248512268066406,-123.10128784179688,Locus Restaurant,Food,1801,Riley Park
fast_food,49.24515151977539,-123.10150909423828,McDonald's,Food,1802,Riley Park
restaurant,49.244815826416016,-123.10108947753906,HOOD29,Food,1803,Riley Park
bar,49.28019714355469,-123.09746551513672,The Emerald,Nightlife,1804,Strathcona
restaurant,49.27494812011719,-123.12174224853516,MeeT in Yaletown,Food,1805,Central Business District
fast_food,49.2787971496582,-123.12345886230469,A&W,Food,1806,Central Business District
cafe,49.26300811767578,-123.09993743896484,Our Town Café,Food,1807,Mount Pleasant
fast_food,49.280330657958984,-123.130859375,Best Bite Donair,Food,1808,West End
restaurant,49.23386001586914,-123.13997650146484,Kyuzo Japanese Restaurant,Food,1809,Kerrisdale
cafe,49.28595733642578,-123.115234375,Starbucks,Food,1810,Central Business District
fast_food,49.2841911315918,-123.11591339111328,Subway,Food,1811,Central Business District
restaurant,49.26908874511719,-123.10447692871094,Manna Sushi,Food,1812,Mount Pleasant
restaurant,49.28252410888672,-123.11445617675781,Ramen Gojiro,Food,1813,Central Business District
restaurant,49.27516555786133,-123.11274719238281,Honey Salt,Food,1814,Central Business District
cafe,49.22418975830078,-123.10194396972656,WEEDS,Food,1815,Sunset
ice_cream,49.26564025878906,-123.10057830810547,Cartem Donuts,Food,1816,Mount Pleasant
restaurant,49.21062469482422,-123.0923843383789,Neptune Chinese Kitchen,Food,1817,Sunset
restaurant,49.205867767333984,-123.04265594482422,Romers Burger Bar,Food,1818,Killarney
pub,49.27729034423828,-123.06604766845703,Wise Club & Hall,Nightlife,1819,Grandview-Woodland
pub,49.251346588134766,-123.07779693603516,Cedar Cottage Pub,Nightlife,1820,Kensington-Cedar Cottage
cafe,49.2588996887207,-123.06998443603516,Bakery Sate,Food,1821,Kensington-Cedar Cottage
restaurant,49.24808883666992,-123.0711441040039,Phở Thái Hóa,Food,1822,Kensington-Cedar Cottage
restaurant,49.26604080200195,-123.06951904296875,Cafe Deux Soleils,Food,1823,Grandview-Woodland
cafe,49.25392150878906,-123.06779479980469,Chance Cafe,Food,1824,Kensington-Cedar Cottage
cafe,49.252567291259766,-123.06819152832031,Commercial Street Cafe,Food,1825,Kensington-Cedar Cottage
pub,49.28145980834961,-123.10517120361328,Darby's,Nightlife,1826,Central Business District
restaurant,49.311744689941406,-123.0790786743164,Fishworks,Food,1827,Strathcona
pub,49.314727783203125,-123.07959747314453,Fraternal Order of Eagles Aerie 2638,Nightlife,1828,Strathcona
restaurant,49.28501510620117,-123.11791229248047,La Taqueria,Food,1829,Central Business District
restaurant,49.27717590332031,-123.11634826660156,Smithe Salad,Food,1830,Central Business District
bank,49.31246566772461,-123.08230590820312,TD Canada Trust,Business,1831,Strathcona
restaurant,49.312564849853516,-123.08221435546875,Boston Pizza,Food,1832,Strathcona
ice_cream,49.31239318847656,-123.08212280273438,Marble Slab Creamery,Food,1833,Strathcona
restaurant,49.31243133544922,-123.08220672607422,Freshii,Food,1834,Strathcona
bank,49.20994567871094,-123.14022064208984,CIBC,Business,1835,Marpole
restaurant,49.250465393066406,-123.04178619384766,Ragazzi Pizza Co.,Food,1836,Renfrew-Collingwood
restaurant,49.272640228271484,-123.14981842041016,Octopus Garden,Food,1837,Kitsilano
cafe,49.24809265136719,-123.10081481933594,Sweet Revenge,Food,1838,Riley Park
bank,49.2812614440918,-123.05389404296875,BMO Bank of Montreal,Business,1839,Hastings-Sunrise
restaurant,49.281009674072266,-123.05374908447266,El Pulgarcito,Food,1840,Hastings-Sunrise
restaurant,49.28140640258789,-123.04988861083984,Luda Southern Dishes,Food,1841,Hastings-Sunrise
cafe,49.281410217285156,-123.04957580566406,Laughing Beans Coffee,Food,1842,Hastings-Sunrise
cafe,49.27841567993164,-123.12789916992188,Breka Bakery & Café,Food,1843,Central Business District
restaurant,49.283077239990234,-123.10838317871094,The Charles Bar,Food,1844,Central Business District
restaurant,49.263729095458984,-123.2549819946289,Mercante,Food,1845,West Point Grey
bar,49.26038360595703,-123.09642028808594,Biltmore Cabaret,Nightlife,1846,Mount Pleasant
restaurant,49.28139114379883,-123.05795288085938,Dachi,Food,1847,Grandview-Woodland
fast_food,49.280982971191406,-123.05741882324219,Church's Chicken,Food,1848,Grandview-Woodland
bank,49.281314849853516,-123.05680084228516,RBC,Business,1849,Grandview-Woodland
cafe,49.28131866455078,-123.0587158203125,Pennyroyal Cafe,Food,1850,Grandview-Woodland
fast_food,49.27407455444336,-123.12208557128906,Freshslice Pizza,Food,1851,Central Business District
restaurant,49.28724670410156,-123.11892700195312,Meat & Bread,Food,1852,Central Business District
cafe,49.2251091003418,-123.09097290039062,Breka Bakery & Café,Food,1853,Sunset
restaurant,49.274349212646484,-123.0693588256836,Kulinarya Filipino Eatery,Food,1854,Grandview-Woodland
fast_food,49.27931594848633,-123.09876251220703,Kent's Kitchen,Food,1855,Strathcona
fast_food,49.28607177734375,-123.119873046875,The Bagel Stop,Food,1856,Central Business District
cafe,49.27406692504883,-123.12735748291016,Trees Organic Coffee,Food,1857,Central Business District
fast_food,49.27845001220703,-123.12551879882812,Unwind,Food,1858,Central Business District
fast_food,49.250816345214844,-123.16802215576172,Ridge Garden,Food,1859,Arbutus Ridge
fast_food,49.287044525146484,-123.11978912353516,Fujiya take out,Food,1860,Central Business District
bureau_de_change,49.28791427612305,-123.12129974365234,Finex Forex,Business,1861,Central Business District
car_rental,49.28812789916992,-123.11605072021484,Hertz,Transportation,1862,Central Business District
cafe,49.26188278198242,-123.25303649902344,The Loop Cafe,Food,1863,West Point Grey
restaurant,49.24882507324219,-123.07666778564453,De Dutch Pannekoek House,Food,1864,Kensington-Cedar Cottage
atm,49.280757904052734,-123.12242889404297,Bitcoin ATM - Waves Coffee,Business,1865,Central Business District
restaurant,49.26728057861328,-123.11311340332031,De Dutch,Food,1866,Mount Pleasant
cafe,49.23439407348633,-123.1548080444336,Honolulu Coffee,Food,1867,Kerrisdale
